"Delovno aktivno prebivalstvo po: SKD DEJAVNOST, LETO, DOSEŽENA"
"IZOBRAZBA , SPOL"

" ";"2013";" ";" ";" ";" ";" "
" ";"Osnovnošolska ali manj";" ";"Srednješolska";" ";"Višješolska, visokošolska";" "
" ";"Moški";"Ženske";"Moški";"Ženske";"Moški";"Ženske"
"SKD Dejavnost - SKUPAJ";58048;38385;275765;177568;99844;141713

"Vir: Statistièni urad Republike Slovenije. "
" "
"Zaradi metodologije preraèuna števila kmetov in pripisa strukturnih "
"podatkov kmetom za nazaj so do leta 2008 možna rahla odstopanja v "
"številu od že objavljenih meseènih podatkov o delovno aktivnem "
"prebivalstvu. "
" "
"Zaradi zaokroževanja na cela števila pri izraèunu števila kmetov se "
"vsote ne ujemajo vedno. "

"Povezane vsebine: "
"- (seznam HREF=http://www.stat.si/doc/metod_pojasnila/07-289-MP.htm "
"target=_blank) Metodološka pojasnila "
"- (seznam "
"HREF=http://www.stat.si/koledar.asp?pod=7&kon=289&DatumOd=1.1.2005&Da-"
"tumDo=Date() target=_blank) Koledar objav "

"Podatki po SKD 2008 do vkljuèno leta 2007 so preraèuni."

"S 1. januarjem 2008 je v vseh državah èlanicah Evropske unije zaèela "
"veljati nova klasifikacija dejavnosti poslovnih subjektov NACE Rev "
"2., ki je nadomestila prej veljavno klasifikacijo Nace Rev. 1.1. V "
"Republiki Sloveniji je v veljavo stopila nacionalna razlièica "
"standardne klasifikacije, imenovana SKD 2008, ki v celoti povzema "
"evropsko klasifikacijo dejavnosti, hkrati pa jo tudi dopolnjuje z "
"nacionalnimi podrazredi. "
"Nova klasifikacija prinaša mnoge spremembe in dopolnitve, ki so "
"posledica strukturnih sprememb v gospodarstvu v zadnjih letih. Tako "
"je najveè sprememb na podroèju tržnih storitvenih dejavnosti in na "
"podroèju predelovalnih dejavnosti. Pomembna je tudi sprememba v sami "
"strukturi klasifikacije, saj se z revidirano klasifikacijo ukinja "
"raven podpodroèja (2-èrkovna raven klasifikacije). Povzetek najbolj "
"pomembnih razlik med staro in novo razlièico klasifikacije si lahko "
"ogledate v dokumentu (seznam "
"HREF=http://www.stat.si/doc/klasif/revizija/Razlike_SKD2008_SKD2002.p-"
"df target=_blank) Razlike med SKD 2008 in SKD 2002. "
" "
"Veè splošnih informacij o uvajanju nove klasifikacije je dostopnih na "
"posebni strani (seznam HREF= http://www.stat.si/skd_nace_2008.asp "
"target=_blank) Revizija klasifikacijske dejavnosti SKD 2008 / Nace "
"Rev. 2 spletne strani Statistiènega urada. "
" "

"stanje na 31. 12."

"V letu 2009 je prelom glede na predhodna leta v èasovni vrsti "
"izkazanih podatkov o doseženi izobrazbi delovno aktivnih oseb (glej "
"Metodološka pojasnila). "

